Registro_ANS,CNPJ,Razao_Social,Nome_Fantasia,Modalidade,Logradouro,Numero,Complemento,Bairro,Cidade,UF,CEP,DDD,Telefone,Fax,Endereco_eletronico,Representante,Cargo_Representante,Regiao_de_Comercializacao,Data_Registro_ANS
354031,4.53592E+13,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SAO CARLOS,Cooperativa Médica,RUA VICENTE PELICANO,945,,AZULVILLE,São Carlos,SP,13571000,16,21077300,,ansunimedsc@unimedsaocarlos.com.br,BOLÍVAR SOARES MENDJOUD,PRESIDENTE,1,12/22/1998
323926,2.53291E+13,UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SÃO JOÃO DEL REI COOPERATIVA DE TRABALHO MEDICO,Cooperativa Médica,AV. HERMILIO ALVES,210,,CENTRO,São João del Rei,MG,36307328,32,33728080,33712442,uni152@mgconecta.com.br,PAULO CÉSAR DE ARAÚJO RANGEL,PRESIDENTE,6,12/17/1998
327638,7.11869E+13,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED SÃO JOÃO NEPOMUCENO,Cooperativa Médica,RUA CAPITAO BRAZ,68,,CENTRO,São João Nepomuceno,MG,36680000,32,32611516,32611516,gerencia@unimedsjn.coop.br,RENATO DE SOUZA GOMES,DIRETOR PRESIDENTE,5,12/22/1998
370088,2.54716E+13,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,UNIMED CIRCUITO DAS AGUAS,Cooperativa Médica,AV. ANTÔNIO JUNQUEIRA DE SOUZA,476,,CENTRO,São Lourenço,MG,37470000,35,36958522,36958529,diretoria@unimedcircuito.coop.br,MUSSE JOSÉ MATUCK,PRESIDENTE,5,12/18/1998
327352,6.64532E+13,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,UNIMED SÃO SEBASTIÃO DO PARAÍSO,Cooperativa Médica,AV. DOUTOR DELFIM MOREIRA ,1400,,CENTRO,São Sebastião do Paraíso,MG,37950000,35,35398400,,ans@unimedssp.coop.br,MATHEUS COLOMBAROLI,DIRETOR PRESIDENTE,5,12/18/1998
316881,6.63436E+13,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRES VALES,Cooperativa Médica,RUA ALEXANDRE MATTAR,137,,SÃO DIOGO,Teófilo Otoni,MG,39803075,33,35291100,35291100,relacionamento.ans@unimedtv.coop.br,DIONIR MARCOS SILVA DE SIQUEIRA,DIRETOR PRESIDENTE,5,12/17/1998
353353,7.24114E+12,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED TERESINA,Cooperativa Médica,RUA SÃO JOÃO,1262,,CENTRO,Teresina,PI,64001360,,,,assuntosregulatorios@unimedteresina.com.br,NEWTON NUNES DE LIMA FILHO,PRESIDENTE,5,12/21/1998
359033,4.2856E+13,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,Cooperativa Médica,AV. DR.MOACIR REZENDE,358,,CENTRO,Três Corações,MG,37410000,35,32396000,32396009,unimedtc@unimedtc.coop.br,WESLEY SEMBOLONI BITENCOURT,DIRETOR PRESIDENTE,5,12/18/1998
364070,6.43888E+13,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,Cooperativa Médica,RUA BARÃO DA BOA ESPERANÇA,256,,CENTRO,Três Pontas,MG,37190000,35,32668000,,unimedtp@unimedtrespontas.coop.br,DÍLSON LAMAITA MIRANDA,DIRETOR PRESIDENTE,5,12/18/1998
337498,9.46953E+11,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,UNIMED TRÊS RIOS,Cooperativa Médica,RUA DR BERNARDO BELLO,63,,CENTRO,Três Rios,RJ,25804030,24,22516262,22516261,regulacao@unimedtr.coop.br,FABIO NASSER MONNERAT,DIRETOR PRESIDENTE,5,12/21/1998
354066,1.77747E+13,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,UNIMED UBERABA LTDA.,Cooperativa Médica,RUA ALAOR PRATA,294,,CENTRO,Uberaba,MG,38015010,34,33182220,33182200,contatoans@unimeduberaba.com.br,REYNALDO ADOLFO MARTINS DA COSTA MIRANDA,REPRESENTANTE,5,12/17/1998
384577,1.77907E+13,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,UNIMED UBERLÂNDIA,Cooperativa Médica,AVENIDA JOAO PINHEIRO ,639,,CENTRO,Uberlândia,MG,38400126,34,32396900,,secretariadegovernanca@unimeduberlandia.coop.br,CHRISTIAN BERTARINI MARQUES,PRESIDENTE,5,12/16/1998
335541,9.21286E+13,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.","UNIMED VALE DAS ANTAS, RS - SOC COOP DE SERVIÇOS MÉDICOS LTD",Cooperativa Médica,AV. JULIO DE CASTILHOS,135,,CENTRO,Nova Prata,RS,95320970,54,32420029,,gerencia@unimedvaledasantas.coop.br,VALMOR CAPPELLARI CUSTODIO,REPRESENTANTE,5,12/22/1998
359289,1.69919E+13,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,Cooperativa Médica,Rubens Siqueira Maia,2030,Anexo Operadora,Bairro Centro,Coronel Fabriciano,MG,35170460,31,21362287,21362201,regulatorio@unimedvaledoaco.coop.br,ERICO RAIMUNDO GUIMARAES FANTINI,DIRETOR PRESIDENTE,5,12/16/1998
337561,8.64835E+13,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VALE DO CARANGOLA,Cooperativa Médica,PRAÇA CORONEL MAXIMIANO,33,,CENTRO,Carangola,MG,36800000,,,,gerencia@unimedcarangola.coop.br,SAULO DE OLIVEIRA PEREIRA,DIRETOR PRESIDENTE,5,12/17/1998
313211,8.73064E+13,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED VALE DO CAÍ,Cooperativa Médica,RUA OSVALDO ARANHA,1315,,CENTRO,Montenegro,RS,95780000,51,36498900,36498900,secretariaexecutiva@unimedvaledocai.com.br,EVERTON MACHADO BOCHI,REPRESENTANTE,5,12/22/1998
302228,7.47041E+11,UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO,UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO,Cooperativa Médica,RUA 13 DE MAIO,13,,SETOR GUANABARA,Ipameri,GO,75780000,64,34911735,34911735,weslei@unimedvaledocorumba.coop.br,ALESSANDRO DE SOUZA ROSA,DIRETOR PRESIDENTE,5,12/24/1998
370975,7.05239E+13,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,UNIMED,Cooperativa Médica,RUA GERMANO GREVE,734,,CENTRO,Mirassol d'Oeste,MT,78280000,65,32415200,,marcia@unimedvaledojauru.com.br,TERESINHA APARECIDA NUNES DA CUNHA ,DIRETORA PRESIDENTE,5,12/28/1998
334511,1.77332E+12,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,UNIMED - INTRAFEDERATIVA DO VALE DO PARAÍBA,Cooperativa Médica,RUA VISCONDE DE PINDAMONHANGABA,100,,JARDIM BOA VISTA,Pindamonhangaba,SP,12401011,12,21262400,,diretoria@unimedvaledoparaiba.coop.br,JULIO CESAR TEIXEIRA AMADO ,DIRETOR PRESIDENTE,5,12/28/1998
308811,8.05257E+13,UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ,UNIMED VALE DO PIQUIRI,Cooperativa Médica,RUA IPIRANGA,962,,CENTRO,Palotina,PR,85950000,44,36495251,,palotina@unimedpr.com.br,SÉRGIO MOROZOWSKI,DIRETOR PRESIDENTE,5,12/17/1998
314099,2.59739E+12,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,,Cooperativa Médica,RUA JOSÉ CORSINO,486,W,CENTRO,Tangará da Serra,MT,78300000,65,33391000,33391000,secretaria@unimed531.coop.br,RICARDO ANTONIO GONSALES,DIRETOR PRESIDENTE,5,12/28/1998
356417,8.82589E+13,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,UNIMED (RS) VALE DO SINOS,Cooperativa Médica,RUA TUPI ,962,,CENTRO,Novo Hamburgo,RS,93320050,51,35841800,35841800,regulamentacao@vs.unimed.com.br,ADEMAR EDGAR TREIN,VICE PRESIDENTE TÉC E DE RELACIONAMENTO ,5,12/21/1998
323268,4.0853E+13,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,UNIMED VALE DO SÃO FRANCISCO ,Cooperativa Médica,RUA DO COLISEU,123,,CENTRO,Petrolina,PE,56302390,87,38667942,,unimedvsf@unimedvsf.coop.br,FRANCISCO OTAVIANO DE AMORIM VIANA,DIRETOR PRESIDENTE,5,12/23/1998
311057,1.37114E+12,UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VALE DO URUCUIA,Cooperativa Médica,RUA RONCADOR,327,,CENTRO,Unaí,MG,38610019,38,36764804,36764804,mariajose@unimedvale.com.br,CARLOS EDUARDO VILELA BROSTEL,DIRETOR PRESIDENTE,5,12/17/1998
344729,1.78455E+13,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,Cooperativa Médica,Rua Irmão Mário Esdras,200,,Vila Pinto,Varginha,MG,37010660,35,36907000,36907033,ans@unimedvarginha.coop.br,PAULO ROBERTO MAGALHÃES SWERTS,DIRETOR PRESIDENTE,5,12/18/1998
317896,7.14998E+13,UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED VERTENTE DO CAPARAÓ,Cooperativa Médica,RUA MAESTRO FILOMENO DOS SANTOS,109,,CENTRO,Manhuaçu,MG,36900000,33,33394444,,diretoria@unimedvc.com.br,ROBSON DA SILVEIRA,DIRETOR PRESIDENTE,5,12/17/1998
342131,1.65909E+12,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED VILHENA,Cooperativa Médica,AV. CAPITÃO CASTRO,4376,PREDIO,CENTRO,Vilhena,RO,76980010,69,33162600,,nilza.bernardes@unimedvilhena.coop.br,ELCIO CARLOS ROSSI,PRESIDENTE,5,12/23/1998
357391,2.75784E+13,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,UNIMED VITORIA,Cooperativa Médica,AV. CESAR HILAL,700,3º E 4º ANDARES,BENTO FERREIRA,Vitória,ES,29050903,27,33344329,33253157,coans@unimedvx.com.br,FABIANO PIMENTEL PEREIRA,DIRETOR PRESIDENTE,5,12/16/1998
314587,6.63435E+13,UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED SERRAS DE MINAS,Cooperativa Médica,RUA GOMES BARBOSA,70,LOJA 02,CENTRO,Viçosa,MG,36570101,31,38914750,38914750,thiago.barroso@unimedserrasdeminas.com.br,RENATO PAIVA DEL GIÚDICE ,DIRETOR PRESIDENTE,5,12/17/1998
393321,4.21639E+13,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA,Cooperativa Médica,AV. AYRTON SENNA,2500,"BL 01, SL 404/408, BL 03, SL 101/109, SS",BARRA DA TIJUCA,Rio de Janeiro,RJ,22775003,21,31397999,31397893,controlad@unimedrio.com.br,DENISE DE ABREU DURÃO,DIRETOR PRESIDENTE,4,12/16/1998
343731,2.86305E+13,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,UNIMED LESTE FLUMINENSE,Cooperativa Médica,RUA DR.BORMAN,51,11º andar,CENTRO,Niterói,RJ,24020320,21,21096135,21096139,contabilans2@niteroi.unimed.com.br,LUIS GUILHERME TEIXEIRA DOS SANTOS,DIRETOR PRESIDENTE,5,12/28/1998
414891,1.14149E+12,UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO,UNIODONTO CARUARU,Cooperativa odontológica,RUA RÁDIO CLUBE DE PERNAMBUCO,88,,MAURÍCIO DE NASSAU,Caruaru,PE,55012530,,,,uniodontocaruaru@hotmail.com,RÔNIO DE MEDEIROS GALINDO,PRESIDENTE,5,5/21/2004
403512,2.98869E+12,UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA,UNIODONTO ARAPIRACA,Cooperativa odontológica,RUA PADRE JEFERSON DE CARVALHO,43,,ALTO DO CRUZEIRO,Arapiraca,AL,57312480,82,35222383,35223429,uniodonto@uniodontoarapiraca.com.br,CLAUDIA VALERIA LIRA BARBOSA ,REPRESENTANTE LEGAL,5,4/14/1999
340120,3.90564E+11,UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE JABOTICABAL,Cooperativa odontológica,RUA SANTO ANDRÉ,340,,NOVA JABOTICABAL,Jaboticabal,SP,14887030,16,32021601,32021601,joaoleonardo@uniodontoathenas.coop.br,JOÃO LEONARDO DELLA LIBERA FILHO,VICE-PRESIDENTE DE ADMINISTRAÇÃO E FINAN,5,12/16/1998
383929,6.29608E+11,UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA,UNIODONTO BAHIA SUL,Cooperativa odontológica,AVENIDA SOARES LOPES,386,,CENTRO,Ilhéus,BA,45653005,73,36347050,36347050,gerenciaadm@uniodontobahiasul.com.br,LUCIANO MOREIRA TAVARES,PRESIDENTE,5,2/2/1999
327093,6.60954E+13,UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA,UNIODONTO ,Cooperativa odontológica,RUA VICENTE PASCHOAL,1261,,CENTRO,Bebedouro,SP,14700340,17,33440700,33440700,adm@uniodontobebedouro.coop.br,JOÃO PAULO TOLLER,PRESIDENTE,5,12/17/1998
368555,1.53085E+13,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,UNIODONTO,Cooperativa odontológica,AV GENTIL BITTENCOURT,1212,,NAZARÉ,Belém,PA,66040000,91,32024140,,uniodopa@uniodontobelem.com.br,ARIOSTO MARIA CHAVES DIAS,PRESIDENTE,5,12/29/1998
353752,8.73038E+13,UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA,UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA,Cooperativa odontológica,AV. JÚLIO DE CASTILHOS,745,SALA 204,CENTRO,Lajeado,RS,95900000,5,137143444,,admsc@uniodontovtrp.com.br,DITMAR ARY KUHN,PRESIDENTE,5,12/18/1998
343919,1.75128E+12,UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA,UNIODONTO DO SERIDÓ,Cooperativa odontológica,RUA SENADOR JOSÉ BERNARDO ,663,,CENTRO,Caicó,RN,59300000,84,34211477,844173799,uniodontoserido@terra.com.br,MARCO POLO AYRES DO RÊGO,PRESIDENTE,6,12/30/1998
347604,6.90151E+13,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,RUA PADRE ANCHIETA,105,VILA PAVAN,CENTRO,Americana,SP,13465000,19,34616728,34611430,uniodontoamer@uol.com.br,SILNEY MARCOS BERALDO,PRESIDENTE,5,12/17/1998
349283,3.28442E+13,UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO,UNIODONTO DE ARACAJU COOPERATIVA DE TRABALHO ODONTOLOGICO,Cooperativa odontológica,RUA JOVENTINA ALVES,265,,SALGADO FILHO,Aracaju,SE,49020330,79,40095454,40095450,uniodont@infonet.com.br,LIOMAR MARIA DE OLIVEIRA QUARANTA,PRESIDENTE,6,12/18/1998
316997,6.54422E+13,UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE ARARAQUARA,Cooperativa odontológica,RUA VOLUNTARIOS DA PATRIA,1947,,CENTRO,Araraquara,SP,14801320,16,33321700,33037131,araraquara@uniodontoararaquara.com.br,GUSTAVO LORIA LEONI,PRESIDENTE,5,12/16/1998
362824,1.85669E+12,UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA,UNIODONTO ARACATUBA,Cooperativa odontológica,RUA GENERAL OSÓRIO,310,,CENTRO,Araçatuba,SP,16010290,18,31175271,31175273,uniodontoaracatuba@terra.com.br,PAULO CEZAR BATAGELO,PRESIDENTE,5,12/21/1998
311669,14922000158,UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA,UNIODONTO DE AVARE,Cooperativa odontológica,RUA DISTRITO FEDERAL,1001,,CENTRO,Avaré,SP,18700160,14,37322303,,uniodontoavare@uol.com.br,WALDIR CÉSAR DE SOUZA,PRESIDENTE,5,12/16/1998
347477,1.9464E+12,UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA,UNIODONTO BOTUCATU,Cooperativa odontológica,RUA JOAO PASSOS,1310,,CENTRO,Botucatu,SP,18600040,,,,uniodontobotu@uol.com.br,SERGIO HENRIQUE BAUER,PRESIDENTE,5,12/16/1998
347302,22130000125,UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA,UNIODONTO,Cooperativa odontológica,RUA CEL JOÃO  DIAS GUIMARÃES,20,,CENTRO,Caçapava,SP,12281350,12,36525619,36525373,uniodontocacapava@gmail.com,MARIA ANGELICA GIOVANELLI,SUPERINTENDENTE,5,12/16/1998
350494,5.13048E+13,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,UNIODONTO DE CAMPINAS,Cooperativa odontológica,AV BRASIL,200,,VILA ITAPURA,Campinas,SP,13023075,19,33224000,33224006,jsilva@uniodontocampinas.com.br,VLADIMIR BORIN PACHECO JUNIOR,PRESIDENTE,5,12/16/1998
347183,3.51189E+12,UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.,UNIODONTO MATO GROSSO DO SUL,Cooperativa odontológica,RUA ANTONIO MARIA COELHO,1463,,CENTRO,Campo Grande,MS,79002221,67,30298040,30298040,unicgde@terra.com.br,FERNANDO JAIME CAVALLI,PRESIDENTE,3,12/21/1998
402516,3.00585E+12,UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA,UNIODONTO DE CAMPOS COOPERATIVA ODONTOLOGICA,Cooperativa odontológica,RUA SALDANHA MARINHO,416,LOJA 218,CENTRO,Campos dos Goytacazes,RJ,28010270,17,33435086,27334321,gerencia@uniodontocampos.com.br,MARCOS LINCOLN DE SOUZA MUNIZ JUNIOR,PRESIDENTE,5,3/24/1999
354686,8.55599E+11,UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE CATANDUVA,Cooperativa odontológica,PRAÇA 9 DE JULHO,141,,CENTRO,Catanduva,SP,15800225,17,35232516,35232516,uniodonto@uniodontocatanduva.com.br,JOSÉ EDUARDO HADDAD,PRESIDENTE,5,12/16/1998
400556,1.63259E+13,UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA,UNIODONTO FEIRA DE SANTANA,Cooperativa odontológica,RUA CASTRO ALVES,1511,"2º andar , sala 208 - Edifício Meritum C",CENTRO,Feira de Santana,BA,44001184,,,,uniodontofs@ig.com.br,CAMILA DOREA FERNANDES SILVA,DIRETORA PRESIDENTE,6,2/13/1999
301647,2.01557E+12,UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA,,Cooperativa odontológica,AV DOS ARNALDOS,830,TERREO,CENTRO,Fernandópolis,SP,15600000,17,91663484,34626000,uniodontofer@terra.com.br,EDUARDO HAMILTON D¿AVILA,PRESIDENTE,5,12/16/1998
335258,2.37251E+13,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,UNIODONTO DE FORTALEZA,Cooperativa odontológica,RUA  COSTA BARROS,915,,CENTRO,Fortaleza,CE,60160280,85,40095442,40095442,contabil@uniodonto-ce.com.br,MARLIO XIMENES CARLOS,DIRETOR PRESIDENTE,3,12/29/1998
309257,2.08525E+12,UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA,,Cooperativa odontológica,RUA SETE,2444,,CENTRO,Jales,SP,15700000,17,36322293,36322293,uniodontojales@terra.com.br,FLAVIA MARTIM,VOGAL,5,12/17/1998
361569,1.29235E+13,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,UNIODONTO JOAO PESSOA,Cooperativa odontológica,AV. DUARTE DA SILVEIRA,541,,CENTRO,João Pessoa,PB,58013280,83,21075858,,uniodontojp@uniodontojp.com.br,TERTULIANO BRITO NETO,DIRETOR PRESIDENTE,5,12/17/1998
347795,5.95274E+13,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,UNIODONTO DE JUNDIAÍ,Cooperativa odontológica,RUA PETRONILHA ANTUNES,211,,CENTRO,Jundiaí,SP,13201080,1,148059999,148059999,gerencia@uniodontojundiai.com.br,JOSE CLOVIS TOMAZZONI DE OLIVEIRA,PRESIDENTE,5,12/16/1998
369462,6.30624E+13,UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE LIMEIRA,Cooperativa odontológica,RUA TREZE DE MAIO,70,,JARDIM MERCEDES,Limeira,SP,13480171,19,34427899,34427899,gerencia@uniodontolimeira.com.br,JOSEMARY APARECIDA PAERÓ DE BARROS CAMARGO,DIRETORA DE OPERAÇÕES,5,12/17/1998
344681,8.47821E+11,UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA,UNIODONTO DE LINS COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,RUA PEDRO DE TOLEDO,880,,CENTRO,Lins,SP,16400106,14,35235252,,gerencia@uniodontolins.com.br,ADRIANA MOYA MARTELLI,PRESIDENTE,5,12/16/1998
350770,8.22395E+13,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,Cooperativa odontológica,RUA PAES LEME,956,,JARDIM AMERICA,Londrina,PR,86010610,43,33057000,33057000,claudio@uniodontolondrina.coop.br,MARCELO FANECO FONTANA,DIRETOR PRESIDENTE,5,1/6/1999
311391,2.30315E+13,UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,UNIODONTO MANAUS,Cooperativa odontológica,RUA LEONARDO MALCHER,598,,CENTRO,Manaus,AM,69010170,92,21260600,,atendimento@uniodontomao.com.br,MICHELE PASCHOALOTTI LEMOS,DIRETORA EXECUTIVA,6,12/22/1998
343404,3.74968E+13,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,UNIODONTO MATO GROSSO,Cooperativa odontológica,AV. GENERAL MELLO,448,,DOM AQUINO,Cuiabá,MT,78015300,65,36176500,36176523,adm@uniodontomt.com.br,ERNESTO FARIA DE FIGUEIREDO JUNIOR,DIRETOR PRESIDENTE,3,12/28/1998
336238,1.59274E+12,UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA,UNIODONTO DE MONTE ALTO,Cooperativa odontológica,RUA GUSTAVO DE GODOY,597,,CENTRO,Monte Alto,SP,15910000,16,32425776,32432772,uniodontoma@uol.com.br,ADRIEN CÉSAR GATO,PRESIDENTE,6,12/16/1998
331104,2.06403E+12,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,UNIODONTO PINDAMONHANGABA,Cooperativa odontológica,PRAÇA PADRE JOÃO FARIA FIALHO,51,,CENTRO,Pindamonhangaba,SP,12400190,12,36446000,,uniodontopinda@uniodontopinda.com.br,ACÍLIA APARECIDA CÉSAR LOURENÇO,PRESIDENTE,5,12/17/1998
336017,1.72586E+11,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,AVENIDA CORONEL JOSÉ SOARES MARCONDES,454,,VILA MACHADINHO,Presidente Prudente,SP,19020120,18,39017764,39017765,uniodonto@uniodontoprudente.com.br,EDUARDO MITSUO OTIAI,DIRETOR PRESIDENTE,5,12/17/1998
305740,2.41251E+13,UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,RUA MONTEVIDÉU,172,SALA 902 - EMPRESARIAL DESEMBARGADOR  PE,BOA VISTA,Recife,PE,50050250,81,33661888,33661875,anayramaltez@uniodontorecife.com.br,ANAYRA SILVANA DA CUNHA MALTEZ,DIRETORA PRESIDENTE,5,12/18/1998
403997,2.94849E+12,UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA.,UNIODONTO - AC,Cooperativa odontológica,AV. CEARÁ,2219,,DOM GIOCONDO,Rio Branco,AC,69900303,68,21026500,,uniodonto@uniodontoacre.com.br,EDIANA DE FÁTIMA MELO MAGELA,PRESIDENTE,6,4/28/1999
349011,9.66093E+13,UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA,UNIODONTO DE RIO CLARO,Cooperativa odontológica,RUA 2,918,AVS.3 E 5,CENTRO,Rio Claro,SP,13500150,19,35246475,35248738,uniodontorc@uniodontorc.com.br,ROSANGELA DA SILVEIRA FREITAS,PRESIDENTE,5,12/17/1998
336025,2.74209E+12,UNIODONTO DE RONDONIA COOPERATIVA LTDA.,UNIODONTO DE RONDÔNIA,Cooperativa odontológica,RUA JAMARY ,1783,,PEDRINHAS,Porto Velho,RO,76801492,69,32233320,32233315,gerencia@uniodontorondonia.com.br,DIMAS RIBEIRO DA FONSECA JUNIOR,PRESIDENTE,6,12/29/1998
310107,1.34164E+13,UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.,UNIODONTO SALVADOR,Cooperativa odontológica,RUA FRANCISCO GONÇALVES,01,SALA 205/206,COMERCIO,Salvador,BA,40015090,71,40099696,,adm@uniodontosalvador.com.br,OTAILDO CONCEIÇÃO DE OLIVEIRA,PRESIDENTE,6,1/4/1999
378682,1.2213E+12,UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA,UNIODONTO SÃO JOSÉ DO RIO PARDO,Cooperativa odontológica,AVENIDA INDEPENDÊNCIA,05,,CENTRO,São José do Rio Pardo,SP,13720000,19,36816729,36814229,financeiro@uniodontosjrpardo.com.br,ADRIANO CALSONE,PRESIDENTE,5,12/16/1998
342203,2.33827E+12,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,UNIODONTO ADMINISTRADORA,Cooperativa odontológica,RUA VITÓRIA,123,CASA,CENTRO,Blumenau,SC,89010250,47,30378000,30378000,cpd@uniodontosc.com.br,RUBENS RENATO WEIDGENANT,PRESIDENTE,5,12/18/1998
